date,published_at,patch_title,champion,patch_url,patch_summary,base_stats_changes,passive_changes,q_changes,w_changes,e_changes,r_changes,other_changes,champion_update
2025-04-15,2025-04-15 18:00:00+00:00,Patch 25.08 Notes,Renekton,https://www.leagueoflegends.com/en-us/news/game-updates/patch-25-08-notes,"{'type': 'html', 'body': 'Discover your fate in Patch 25.08!'}",,,,,,"[R - Dominus]
Damage : 30 / 60 / 90 (+5% Bonus AD) (+5% AP) ⇒ 30 / 75 / 120 (+ 5% Bonus AD) (+ 5% AP)",R damage increased at higher ranks.,"R damage increased at higher ranks.
R - Dominus
Damage : 30 / 60 / 90 (+5% Bonus AD) (+5% AP) ⇒ 30 / 75 / 120 (+ 5% Bonus AD) (+ 5% AP)"
2025-04-15,2025-04-15 18:00:00+00:00,Patch 25.08 Notes,Shen,https://www.leagueoflegends.com/en-us/news/game-updates/patch-25-08-notes,"{'type': 'html', 'body': 'Discover your fate in Patch 25.08!'}",,,"[Q - Twilight Assault]
Slow when moving away from Shen : 15 / 20 / 25 / 30 / 35% ⇒ 25 / 30 / 35 / 40 / 45%","[W - Spirit's Refuge]
Cooldown : 18 / 16.5 / 15 / 13.5 / 12 ⇒ 16 / 14.5 / 13 / 11.5 / 10",,,Q slow increased. W cooldown decreased.,"Q slow increased. W cooldown decreased.
Q - Twilight Assault
Slow when moving away from Shen : 15 / 20 / 25 / 30 / 35% ⇒ 25 / 30 / 35 / 40 / 45%
W - Spirit's Refuge
Cooldown : 18 / 16.5 / 15 / 13.5 / 12 ⇒ 16 / 14.5 / 13 / 11.5 / 10"
2025-04-15,2025-04-15 18:00:00+00:00,Patch 25.08 Notes,Singed,https://www.leagueoflegends.com/en-us/news/game-updates/patch-25-08-notes,"{'type': 'html', 'body': 'Discover your fate in Patch 25.08!'}",,,,,,,"Passive per target cooldown decreased.
Passive - Noxious Slipstream
Per-target Cooldown : 10 ⇒ 8","Passive per target cooldown decreased.
Passive - Noxious Slipstream
Per-target Cooldown : 10 ⇒ 8"
2025-04-15,2025-04-15 18:00:00+00:00,Patch 25.08 Notes,Sona,https://www.leagueoflegends.com/en-us/news/game-updates/patch-25-08-notes,"{'type': 'html', 'body': 'Discover your fate in Patch 25.08!'}",,,"[Q - Hymn of Valor]
Bolt Damage : 50 / 80 / 110 / 140 / 170 (+ 40% AP) ⇒ 50 / 85 / 120 / 155 / 190 (+ 40% AP)",,,,Q Bolt damage increased at higher ranks.,"Q Bolt damage increased at higher ranks.
Q - Hymn of Valor
Bolt Damage : 50 / 80 / 110 / 140 / 170 (+ 40% AP) ⇒ 50 / 85 / 120 / 155 / 190 (+ 40% AP)"
2025-04-15,2025-04-15 18:00:00+00:00,Patch 25.08 Notes,Syndra,https://www.leagueoflegends.com/en-us/news/game-updates/patch-25-08-notes,"{'type': 'html', 'body': 'Discover your fate in Patch 25.08!'}",,,,"[W - Force of Will]
Slow : 25 / 30 / 35 / 40 / 45% ⇒ 25%","[E - Scatter the Weak]
Damage : 75 / 115 / 155 / 195 / 235 (+ 45% AP) ⇒ 60 / 95 / 130 / 165 / 200 (+ 60% AP)","[R - Unleashed Power]
Damage per Sphere : 100 / 140 / 180 (+17% AP) ⇒ 90 / 130 / 170 (+ 20% AP)",W Slow reduced at higher ranks. E damage adjusted. R damage adjusted.,"W Slow reduced at higher ranks. E damage adjusted. R damage adjusted.
W - Force of Will
Slow : 25 / 30 / 35 / 40 / 45% ⇒ 25%
E - Scatter the Weak
Damage : 75 / 115 / 155 / 195 / 235 (+ 45% AP) ⇒ 60 / 95 / 130 / 165 / 200 (+ 60% AP)
R - Unleashed Power
Damage per Sphere : 100 / 140 / 180 (+17% AP) ⇒ 90 / 130 / 170 (+ 20% AP)"
2025-04-15,2025-04-15 18:00:00+00:00,Patch 25.08 Notes,Tristana,https://www.leagueoflegends.com/en-us/news/game-updates/patch-25-08-notes,"{'type': 'html', 'body': 'Discover your fate in Patch 25.08!'}",,,,,,"[R - Buster Shot]
Damage : 275 / 325 / 375 (+ 70% Bonus AD) (+ 100% AP) ⇒ 225 / 275 / 325 (+ 70% Bonus AD) (+ 100% AP)",R damage decreased.,"R damage decreased.
R - Buster Shot
Damage : 275 / 325 / 375 (+ 70% Bonus AD) (+ 100% AP) ⇒ 225 / 275 / 325 (+ 70% Bonus AD) (+ 100% AP)"
2025-04-15,2025-04-15 18:00:00+00:00,Patch 25.08 Notes,Xerath,https://www.leagueoflegends.com/en-us/news/game-updates/patch-25-08-notes,"{'type': 'html', 'body': 'Discover your fate in Patch 25.08!'}",,,"[Q - Arcanopulse]
Damage : 70 / 110 / 150 / 190 / 230 (+ 90% AP) ⇒ 75 / 115 / 155 / 195 / 235 (+ 90% AP)",,,,"Passive cooldown refund increased. Q damage increased.
Passive - Mana Surge
Cooldown Reduction on Kill : 2.5 seconds ⇒ 3.5 seconds","Passive cooldown refund increased. Q damage increased.
Passive - Mana Surge
Cooldown Reduction on Kill : 2.5 seconds ⇒ 3.5 seconds
Q - Arcanopulse
Damage : 70 / 110 / 150 / 190 / 230 (+ 90% AP) ⇒ 75 / 115 / 155 / 195 / 235 (+ 90% AP)"
2025-04-15,2025-04-15 18:00:00+00:00,Patch 25.08 Notes,Yone,https://www.leagueoflegends.com/en-us/news/game-updates/patch-25-08-notes,"{'type': 'html', 'body': 'Discover your fate in Patch 25.08!'}",,,,"[W - Spirit Cleave]
Damage : 10 / 20 / 30 / 40 / 50 (+ 10 / 11 / 12 / 13 / 14% target max HP) ⇒ 10 / 20 / 30 / 40 / 50 (+ 8 / 9 / 10 / 11 / 12% target max HP)",,,W damage decreased.,"W damage decreased.
W - Spirit Cleave
Damage : 10 / 20 / 30 / 40 / 50 (+ 10 / 11 / 12 / 13 / 14% target max HP) ⇒ 10 / 20 / 30 / 40 / 50 (+ 8 / 9 / 10 / 11 / 12% target max HP)"
2025-04-15,2025-04-15 18:00:00+00:00,Patch 25.08 Notes,Yorick,https://www.leagueoflegends.com/en-us/news/game-updates/patch-25-08-notes,"{'type': 'html', 'body': 'Discover your fate in Patch 25.08!'}",,,,,"[E - Mourning Mist]
Damage : 70 / 105 / 140 / 175 / 210 (+ 100% AP) ⇒ 6 / 6.5 / 7 / 7.5 / 8% target max HP (+ 3% per 100 AP)
NEW Monster Damage Cap : 50 / 75 / 100 / 125 / 150 (+ 100% AP)
NEW Lane Minion Minimum Damage : 70 / 105 / 140 / 175 / 210 (+ 100% AP)","[R - Eulogy of the Isles]
NEW Mark only affects champions.","Passive monster damage taken increased. E damage formula adjusted. R mark only affects champions.
Passive - Shepherd of Souls
Monster Damage Taken : 60% ⇒ 100%
Minion damage taken : Unchanged.","Passive monster damage taken increased. E damage formula adjusted. R mark only affects champions.
Passive - Shepherd of Souls
Monster Damage Taken : 60% ⇒ 100%
Minion damage taken : Unchanged.
E - Mourning Mist
Damage : 70 / 105 / 140 / 175 / 210 (+ 100% AP) ⇒ 6 / 6.5 / 7 / 7.5 / 8% target max HP (+ 3% per 100 AP)
NEW Monster Damage Cap : 50 / 75 / 100 / 125 / 150 (+ 100% AP)
NEW Lane Minion Minimum Damage : 70 / 105 / 140 / 175 / 210 (+ 100% AP)
R - Eulogy of the Isles
NEW Mark only affects champions."
2025-04-15,2025-04-15 18:00:00+00:00,Patch 25.08 Notes,Yuumi,https://www.leagueoflegends.com/en-us/news/game-updates/patch-25-08-notes,"{'type': 'html', 'body': 'Discover your fate in Patch 25.08!'}",,,,,"[E - Zoomies]
Shield : 80 / 105 / 130 / 155 / 180 (+ 30% AP) ⇒ 65 / 90 / 115 / 140 / 165 (+ 30% AP)",,"Passive Heal decreased at lower levels. E Shield decreased.
Passive - Feline Friendship
Heal : 25-110 (based on level) (+ 25% AP) ⇒ 20-110 (based on level) (+ 25% AP)","Passive Heal decreased at lower levels. E Shield decreased.
Passive - Feline Friendship
Heal : 25-110 (based on level) (+ 25% AP) ⇒ 20-110 (based on level) (+ 25% AP)
E - Zoomies
Shield : 80 / 105 / 130 / 155 / 180 (+ 30% AP) ⇒ 65 / 90 / 115 / 140 / 165 (+ 30% AP)"
2025-04-15,2025-04-15 18:00:00+00:00,Patch 25.08 Notes,Zeri,https://www.leagueoflegends.com/en-us/news/game-updates/patch-25-08-notes,"{'type': 'html', 'body': 'Discover your fate in Patch 25.08!'}",,,,,,"[R - Lightning Crash]
Chain Lightning Damage : 25% Total AD ⇒ 30% Total AD",R chain lightning damage increased.,"R chain lightning damage increased.
R - Lightning Crash
Chain Lightning Damage : 25% Total AD ⇒ 30% Total AD"
2025-04-15,2025-04-15 18:00:00+00:00,Patch 25.08 Notes,Zoe,https://www.leagueoflegends.com/en-us/news/game-updates/patch-25-08-notes,"{'type': 'html', 'body': 'Discover your fate in Patch 25.08!'}",,,"[Q - Paddle Star]
Damage Fall off to secondary targets : Removed",,,,Q secondary damage falloff removed.,"Q secondary damage falloff removed.
Q - Paddle Star
Damage Fall off to secondary targets : Removed"
2025-04-01,2025-04-01 18:00:00+00:00,Patch 25.07 Notes,Brand,https://www.leagueoflegends.com/en-us/news/game-updates/patch-25-07-notes,"{'type': 'html', 'body': 'Patch 25.07 should be taken very seriously. 🤫'}",,,,,,,"Passive damage increased.
Passive - Blaze
Damage cap per tick vs non-epic monsters : 7.5 / 15 / 22.5 (based on ablaze stacks) ⇒ 10 / 20 / 30 (based on Ablaze stacks)
Explosion Damage Cap to Monsters : 250 / 325 / 400 / 475 ⇒ 270 / 355 / 440 / 525","Passive damage increased.
Passive - Blaze
Damage cap per tick vs non-epic monsters : 7.5 / 15 / 22.5 (based on ablaze stacks) ⇒ 10 / 20 / 30 (based on Ablaze stacks)
Explosion Damage Cap to Monsters : 250 / 325 / 400 / 475 ⇒ 270 / 355 / 440 / 525"
2025-04-01,2025-04-01 18:00:00+00:00,Patch 25.07 Notes,Darius,https://www.leagueoflegends.com/en-us/news/game-updates/patch-25-07-notes,"{'type': 'html', 'body': 'Patch 25.07 should be taken very seriously. 🤫'}","[Base Stats]
Armor : 39 ⇒ 37",,,,"[E - Apprehend]
Cooldown : 24 / 21.5 / 19 / 16.5 / 14 ⇒ 26 / 23.5 / 21 / 18.5 / 16",,Base Armor decreased. E cooldown increased.,"Base Armor decreased. E cooldown increased.
Base Stats
Armor : 39 ⇒ 37
E - Apprehend
Cooldown : 24 / 21.5 / 19 / 16.5 / 14 ⇒ 26 / 23.5 / 21 / 18.5 / 16"
2025-04-01,2025-04-01 18:00:00+00:00,Patch 25.07 Notes,Gwen,https://www.leagueoflegends.com/en-us/news/game-updates/patch-25-07-notes,"{'type': 'html', 'body': 'Patch 25.07 should be taken very seriously. 🤫'}",,,"[Q - Snip Snip]
Final Snip Damage : 70 / 95 / 120 / 145 / 170 (+ 35% AP) ⇒ 60 / 85 / 110 / 135 / 160 (+ 35% AP)","[W - Hallowed Mist]
Resists : 25 (+ 5% AP) ⇒ 22 (+ 7% AP)",,,Q final damage decreased. W scaling adjusted.,"Q final damage decreased. W scaling adjusted.
Q - Snip Snip
Final Snip Damage : 70 / 95 / 120 / 145 / 170 (+ 35% AP) ⇒ 60 / 85 / 110 / 135 / 160 (+ 35% AP)
W - Hallowed Mist
Resists : 25 (+ 5% AP) ⇒ 22 (+ 7% AP)"
2025-04-01,2025-04-01 18:00:00+00:00,Patch 25.07 Notes,Ivern,https://www.leagueoflegends.com/en-us/news/game-updates/patch-25-07-notes,"{'type': 'html', 'body': 'Patch 25.07 should be taken very seriously. 🤫'}",,,"[Q - Rootcaller]
Root Duration : 1.2 / 1.4 / 1.6 / 1.8 / 2 ⇒ 1.6 / 1.7 / 1.8 / 1.9 / 2",,,,Q root duration increased at lower ranks.,"Q root duration increased at lower ranks.
Q - Rootcaller
Root Duration : 1.2 / 1.4 / 1.6 / 1.8 / 2 ⇒ 1.6 / 1.7 / 1.8 / 1.9 / 2"
2025-04-01,2025-04-01 18:00:00+00:00,Patch 25.07 Notes,Lillia,https://www.leagueoflegends.com/en-us/news/game-updates/patch-25-07-notes,"{'type': 'html', 'body': 'Patch 25.07 should be taken very seriously. 🤫'}",,,,,"[E - Swirlseed]
Damage : 60 / 85 / 110 / 135 / 160 (+ 60% AP) ⇒ 60 / 85 / 110 / 135 / 160 (+ 50% AP)",,E damage decreased.,"E damage decreased.
E - Swirlseed
Damage : 60 / 85 / 110 / 135 / 160 (+ 60% AP) ⇒ 60 / 85 / 110 / 135 / 160 (+ 50% AP)"
2025-04-01,2025-04-01 18:00:00+00:00,Patch 25.07 Notes,Lulu,https://www.leagueoflegends.com/en-us/news/game-updates/patch-25-07-notes,"{'type': 'html', 'body': 'Patch 25.07 should be taken very seriously. 🤫'}",,,"[Q - Glitterlance]
Minimum Damage : 70 / 105 / 140 / 175 / 210 (+ 50% AP) ⇒ 60 / 95 / 130 / 165 / 200 (+ 50% AP)
Maximum Damage : 105 / 157.5 / 210 / 262.5 / 315 (+ 75% AP) ⇒ 90 / 142.5 / 195 / 247.5 / 300 (+ 75% AP)
Fixed a bug that would occasionally make the slow decay faster than intended.
Slow is now applied immediately instead of after a variable duration.","[W - Whimsy]
Cooldown :18 / 17.5 / 17 / 16.5 / 16 ⇒ 18",,,Q damage decreased. W cooldown increased at higher ranks.,"Q damage decreased. W cooldown increased at higher ranks.
Q - Glitterlance
Minimum Damage : 70 / 105 / 140 / 175 / 210 (+ 50% AP) ⇒ 60 / 95 / 130 / 165 / 200 (+ 50% AP)
Maximum Damage : 105 / 157.5 / 210 / 262.5 / 315 (+ 75% AP) ⇒ 90 / 142.5 / 195 / 247.5 / 300 (+ 75% AP)
Fixed a bug that would occasionally make the slow decay faster than intended.
Slow is now applied immediately instead of after a variable duration.
W - Whimsy
Cooldown :18 / 17.5 / 17 / 16.5 / 16 ⇒ 18"
2025-04-01,2025-04-01 18:00:00+00:00,Patch 25.07 Notes,Naafiri,https://www.leagueoflegends.com/en-us/news/game-updates/patch-25-07-notes,"{'type': 'html', 'body': 'Patch 25.07 should be taken very seriously. 🤫'}","[Base Stats]
Health : 635 ⇒ 610
Armor : 30 ⇒ 28
Passive - We Are More
Damage to Monsters : 165% ⇒ 155%",,"[Q - Darkin Daggers]
Damage to Minions : 80% ⇒ 100%","[W - The Call of the Pack]
Cooldown : 20 / 19.5 / 19 / 18.5 / 18 ⇒ 22 / 21 / 20 / 19 / 18
Fixed a bug where W would sometimes not destroy tower shots while Naafiri was untargetable.",,"[R - Hounds' Pursuit]
Fixed a bug where a Sylas who stole Naafiri ult would become untargetable during the cast.",Base health decreased. Passive monster damage decreased. Q damage to minions increased. W cooldown increased at lower ranks.,"Base health decreased. Passive monster damage decreased. Q damage to minions increased. W cooldown increased at lower ranks.
Base Stats
Health : 635 ⇒ 610
Armor : 30 ⇒ 28
Passive - We Are More
Damage to Monsters : 165% ⇒ 155%
Q - Darkin Daggers
Damage to Minions : 80% ⇒ 100%
W - The Call of the Pack
Cooldown : 20 / 19.5 / 19 / 18.5 / 18 ⇒ 22 / 21 / 20 / 19 / 18
Fixed a bug where W would sometimes not destroy tower shots while Naafiri was untargetable.
R - Hounds' Pursuit
Fixed a bug where a Sylas who stole Naafiri ult would become untargetable during the cast."
2025-04-01,2025-04-01 18:00:00+00:00,Patch 25.07 Notes,Olaf,https://www.leagueoflegends.com/en-us/news/game-updates/patch-25-07-notes,"{'type': 'html', 'body': 'Patch 25.07 should be taken very seriously. 🤫'}",,,,,"[E - Reckless Swing]
Now scales cast time based on attack speed.
Cast Time : .25s ⇒ .25-.175 (0-125% bonus attack speed (includes W))",,E cast time now scales with Attack Speed.,"E cast time now scales with Attack Speed.
E - Reckless Swing
Now scales cast time based on attack speed.
Cast Time : .25s ⇒ .25-.175 (0-125% bonus attack speed (includes W))"
2025-04-01,2025-04-01 18:00:00+00:00,Patch 25.07 Notes,Shaco,https://www.leagueoflegends.com/en-us/news/game-updates/patch-25-07-notes,"{'type': 'html', 'body': 'Patch 25.07 should be taken very seriously. 🤫'}",,,"[Q - Deceive]
Damage : 25 / 35 / 45 / 55 / 65 (+ 60% Bonus AD) ⇒ 25 / 35 / 45 / 55 / 65 (+ 65% Bonus AD)",,,,"Passive damage increased. Q damage increased.
Passive - Backstab
Damage : 20-35 (based on level) (+ 25% Bonus AD) Bonus Physical Damage ⇒ 20-35 (based on level) (+ 30% Bonus AD) Bonus Physical Damage","Passive damage increased. Q damage increased.
Passive - Backstab
Damage : 20-35 (based on level) (+ 25% Bonus AD) Bonus Physical Damage ⇒ 20-35 (based on level) (+ 30% Bonus AD) Bonus Physical Damage
Q - Deceive
Damage : 25 / 35 / 45 / 55 / 65 (+ 60% Bonus AD) ⇒ 25 / 35 / 45 / 55 / 65 (+ 65% Bonus AD)"
2025-04-01,2025-04-01 18:00:00+00:00,Patch 25.07 Notes,Shen,https://www.leagueoflegends.com/en-us/news/game-updates/patch-25-07-notes,"{'type': 'html', 'body': 'Patch 25.07 should be taken very seriously. 🤫'}",,,"[Q - Twilight Assault]
[NEW] Attack Speed and flat damage now apply against structures. Percent max health damage is not applied.",,,,Q now applies flat damage to structures.,"Q now applies flat damage to structures.
Q - Twilight Assault
[NEW] Attack Speed and flat damage now apply against structures. Percent max health damage is not applied."
2025-04-01,2025-04-01 18:00:00+00:00,Patch 25.07 Notes,Singed,https://www.leagueoflegends.com/en-us/news/game-updates/patch-25-07-notes,"{'type': 'html', 'body': 'Patch 25.07 should be taken very seriously. 🤫'}",,,"[Q - Poison Trail]
Damage per Second : 20 / 30 / 40 / 50 / 60 (+ 40% AP) ⇒ 20 / 30 / 40 / 50 / 60 (+ 42.5% AP)",,,"[R - Insanity Potion]
Bonus Stats : 30 / 65 / 100 ⇒ 25 / 60 / 95","Passive cooldown increased. Q Damage increased. R bonus stats decreased.
Passive - Noxus Slipstream
Per-Target Cooldown : 8 ⇒ 10","Passive cooldown increased. Q Damage increased. R bonus stats decreased.
Passive - Noxus Slipstream
Per-Target Cooldown : 8 ⇒ 10
Q - Poison Trail
Damage per Second : 20 / 30 / 40 / 50 / 60 (+ 40% AP) ⇒ 20 / 30 / 40 / 50 / 60 (+ 42.5% AP)
R - Insanity Potion
Bonus Stats : 30 / 65 / 100 ⇒ 25 / 60 / 95"
2025-04-01,2025-04-01 18:00:00+00:00,Patch 25.07 Notes,Trundle,https://www.leagueoflegends.com/en-us/news/game-updates/patch-25-07-notes,"{'type': 'html', 'body': 'Patch 25.07 should be taken very seriously. 🤫'}",,,,,"[E - Pillar of Ice]
Slow : 30 / 34 / 38 / 42 / 46% ⇒ 34 / 38 / 42 / 46 / 50%
Cooldown : 24 / 22 / 20 / 18 / 16 ⇒ 21 / 19.5 / 18 / 16.5 / 15",,"E slow increased, cooldown decreased.","E slow increased, cooldown decreased.
E - Pillar of Ice
Slow : 30 / 34 / 38 / 42 / 46% ⇒ 34 / 38 / 42 / 46 / 50%
Cooldown : 24 / 22 / 20 / 18 / 16 ⇒ 21 / 19.5 / 18 / 16.5 / 15"
2025-04-01,2025-04-01 18:00:00+00:00,Patch 25.07 Notes,Volibear,https://www.leagueoflegends.com/en-us/news/game-updates/patch-25-07-notes,"{'type': 'html', 'body': 'Patch 25.07 should be taken very seriously. 🤫'}",,,,"[W - Frenzied Maul]
Empowered Damage Amp : 50% ⇒ 50% (+ 15% Bonus AD)",,,W damage adjusted.,"W damage adjusted.
W - Frenzied Maul
Empowered Damage Amp : 50% ⇒ 50% (+ 15% Bonus AD)"
2025-04-01,2025-04-01 18:00:00+00:00,Patch 25.07 Notes,Xerath,https://www.leagueoflegends.com/en-us/news/game-updates/patch-25-07-notes,"{'type': 'html', 'body': 'Patch 25.07 should be taken very seriously. 🤫'}",,,"[Q - Arcanopulse]
Damage : 70 / 110 / 150 / 190 / 230 (+ 85% AP) ⇒ 70 / 110 / 150 / 190 / 230 (+ 90% AP)","[W - Eye of Destruction]
Damage : 60 / 95 / 130 / 165 / 200 (+ 60 % AP) ⇒ 50 / 85 / 120 / 155 / 190 (+ 65% bonus AP)","[E - Shocking Orb]
Damage : 80 / 110 / 140 / 170 / 200 (+ 45% AP) ⇒ 70 / 100 / 130 / 160 / 190 (+ 45% AP)","[R - Rite of the Arcane]
Damage : 180 / 230 /280 (+ 40% AP) ⇒ 170 / 220 / 270 (+ 45% AP)",Q damage increased. W damage adjusted. E damage decreased. R damage adjusted.,"Q damage increased. W damage adjusted. E damage decreased. R damage adjusted.
Q - Arcanopulse
Damage : 70 / 110 / 150 / 190 / 230 (+ 85% AP) ⇒ 70 / 110 / 150 / 190 / 230 (+ 90% AP)
W - Eye of Destruction
Damage : 60 / 95 / 130 / 165 / 200 (+ 60 % AP) ⇒ 50 / 85 / 120 / 155 / 190 (+ 65% bonus AP)
E - Shocking Orb
Damage : 80 / 110 / 140 / 170 / 200 (+ 45% AP) ⇒ 70 / 100 / 130 / 160 / 190 (+ 45% AP)
R - Rite of the Arcane
Damage : 180 / 230 /280 (+ 40% AP) ⇒ 170 / 220 / 270 (+ 45% AP)"
2025-04-01,2025-04-01 18:00:00+00:00,Patch 25.07 Notes,Yone,https://www.leagueoflegends.com/en-us/news/game-updates/patch-25-07-notes,"{'type': 'html', 'body': 'Patch 25.07 should be taken very seriously. 🤫'}",,,,,"[E - Soul Unbound]
No longer cleanses crowd control upon returning.
Tooltip clarifies that only damage from attacks and abilities is amplified.",,"Passive Critical damage reduction removed. E Crowd Control cleanse removed.
Passive - Way of the Hunter
Critical Strike Damage is no longer reduced by 10%.","Passive Critical damage reduction removed. E Crowd Control cleanse removed.
Passive - Way of the Hunter
Critical Strike Damage is no longer reduced by 10%.
E - Soul Unbound
No longer cleanses crowd control upon returning.
Tooltip clarifies that only damage from attacks and abilities is amplified."
2025-04-01,2025-04-01 18:00:00+00:00,Patch 25.07 Notes,Yorick,https://www.leagueoflegends.com/en-us/news/game-updates/patch-25-07-notes,"{'type': 'html', 'body': 'Patch 25.07 should be taken very seriously. 🤫'}","[Base Stats]
Armor Growth : 5.2 ⇒ 4.5
Passive - Shepherd of Souls
Nearby deaths per grave : 12 / 6 / 2 (at levels 1/7/13) ⇒ 8/7/6/5/4/3/2 (at levels 1/3/5/7/9/11/13)
Attack Damage : 4-90 (based on level) (+ 20% Total AD) ⇒ 15-75 (based on level) (+ 20% Bonus AD)
Bonus Attack Speed : 8% (per level) ⇒ Yorick's bonus attack speed
Health : 110-212 (based on level) (+ 20% max HP) ⇒ 100-300 (based on level) (+ 15% bonus HP)
Mist Walker stats now update dynamically as Yorick levels up or gains stats, instead of requiring new summons.
Champion basic attack damage towards Mist Walkers : Instantly kills ⇒ 100% increased damage from melee attacks
Single target damage towards Mist Walkers : Instantly kills ⇒ Normal damage
AoE damage towards Mist Walkers : 50% ⇒ 66-40% (based on level 1-14)
Non-Champion damage towards Mist Walkers : 50% from all monsters ⇒ 40% damage from minions and non-epic monsters
Mist Walkers will no longer follow Yorick's Recall while fighting jungle monsters.
Yorick can now ping his passive to share the count of his Mist Walkers nearby and globally.",,"[Q - Last Rites]
Cooldown : 7 / 6.25 / 5.5 / 4.75 / 4 ⇒ 6 / 5.5 / 5 / 4.5 / 4
Damage : 30 / 55 / 80 / 105 / 130 (+ 40% Total AD) ⇒ 30 / 55 / 80 / 105 / 130 (+ 50% Total AD)
[NEW] Summons a grave on Champion and Large/Epic Monster hit.",,"[E - Mourning Mist]
Damage : 15% current HP, down to minimum threshold of 70 / 105 / 140 / 175 / 210 (+ 70% AP) ⇒ Flat damage of 70 / 105 / 140 / 175 / 210 (+ 100% AP)
Movement Speed for Yorick and Summons : 20% ⇒ 30%
[NEW] Now shreds 18 / 21 / 24 / 27 / 30% armor for 4 seconds.
[REMOVED] No longer increases Mist Walker damage by 20% for 8 attacks.
Fixed a bug where Mist Walkers could fail to jump onto the target when crossing terrain.","[R - Maiden of the Mist]
Damage : 0 / 10 / 40 (+ 50% Total AD) ⇒ 50 / 75 / 100 (+ 30% Bonus AD)
Health : 400-1650 (based on level) (+ 60% Total HP) ⇒ 1050-3200 (based on level) (+ 60% Bonus HP)",Large adjustments to Yorick.,"Large adjustments to Yorick.
Base Stats
Armor Growth : 5.2 ⇒ 4.5
Passive - Shepherd of Souls
Nearby deaths per grave : 12 / 6 / 2 (at levels 1/7/13) ⇒ 8/7/6/5/4/3/2 (at levels 1/3/5/7/9/11/13)
Attack Damage : 4-90 (based on level) (+ 20% Total AD) ⇒ 15-75 (based on level) (+ 20% Bonus AD)
Bonus Attack Speed : 8% (per level) ⇒ Yorick's bonus attack speed
Health : 110-212 (based on level) (+ 20% max HP) ⇒ 100-300 (based on level) (+ 15% bonus HP)
Mist Walker stats now update dynamically as Yorick levels up or gains stats, instead of requiring new summons.
Champion basic attack damage towards Mist Walkers : Instantly kills ⇒ 100% increased damage from melee attacks
Single target damage towards Mist Walkers : Instantly kills ⇒ Normal damage
AoE damage towards Mist Walkers : 50% ⇒ 66-40% (based on level 1-14)
Non-Champion damage towards Mist Walkers : 50% from all monsters ⇒ 40% damage from minions and non-epic monsters
Mist Walkers will no longer follow Yorick's Recall while fighting jungle monsters.
Yorick can now ping his passive to share the count of his Mist Walkers nearby and globally.
Q - Last Rites
Cooldown : 7 / 6.25 / 5.5 / 4.75 / 4 ⇒ 6 / 5.5 / 5 / 4.5 / 4
Damage : 30 / 55 / 80 / 105 / 130 (+ 40% Total AD) ⇒ 30 / 55 / 80 / 105 / 130 (+ 50% Total AD)
[NEW] Summons a grave on Champion and Large/Epic Monster hit.
E - Mourning Mist
Damage : 15% current HP, down to minimum threshold of 70 / 105 / 140 / 175 / 210 (+ 70% AP) ⇒ Flat damage of 70 / 105 / 140 / 175 / 210 (+ 100% AP)
Movement Speed for Yorick and Summons : 20% ⇒ 30%
[NEW] Now shreds 18 / 21 / 24 / 27 / 30% armor for 4 seconds.
[REMOVED] No longer increases Mist Walker damage by 20% for 8 attacks.
Fixed a bug where Mist Walkers could fail to jump onto the target when crossing terrain.
R - Maiden of the Mist
Damage : 0 / 10 / 40 (+ 50% Total AD) ⇒ 50 / 75 / 100 (+ 30% Bonus AD)
Health : 400-1650 (based on level) (+ 60% Total HP) ⇒ 1050-3200 (based on level) (+ 60% Bonus HP)"
2025-03-18,2025-03-18 18:00:00+00:00,Patch 25.06 Notes,Caitlyn,https://www.leagueoflegends.com/en-us/news/game-updates/patch-25-06-notes,"{'type': 'html', 'body': 'PATCH 25.06 DETECTED! PLEASE READ FOR MORE DETAILS!'}",,,,"[W - Yordle Snap Trap]
Headshot Damage Increase vs Trapped Targets : 40 / 85 / 130 / 175 / 220 (+ 40% bonus AD) ⇒ 35 / 80 / 125 / 170 / 215 (+ 30% bonus AD)",,"[R - Ace in the Hole]
Damage : 300 / 500 / 700 (+ 100% bonus AD) ⇒ 300 / 475 / 650 (+ 100% bonus AD)",W headshot damage and R damage decreased.,"W headshot damage and R damage decreased.
W - Yordle Snap Trap
Headshot Damage Increase vs Trapped Targets : 40 / 85 / 130 / 175 / 220 (+ 40% bonus AD) ⇒ 35 / 80 / 125 / 170 / 215 (+ 30% bonus AD)
R - Ace in the Hole
Damage : 300 / 500 / 700 (+ 100% bonus AD) ⇒ 300 / 475 / 650 (+ 100% bonus AD)"
2025-03-18,2025-03-18 18:00:00+00:00,Patch 25.06 Notes,Corki,https://www.leagueoflegends.com/en-us/news/game-updates/patch-25-06-notes,"{'type': 'html', 'body': 'PATCH 25.06 DETECTED! PLEASE READ FOR MORE DETAILS!'}","[Base Stats]
Base Armor : 30 ⇒ 27",,,,,,Base armor decreased.,"Base armor decreased.
Base Stats
Base Armor : 30 ⇒ 27"
